Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Alpha and beta diversity of plants and animals along a tropical land-use gradient,"Kessler, Michael; Abrahamczyk, Stefan; Bos, Merijn; Buchori, Damayanti; Putra, Dadang Dwi; Gradstein, S. Robbert; Hoehn, Patrick; Kluge, Juergen; Orend, Friederike; Pitopang, Ramadhaniel; Saleh, Shahabuddin; Schulze, Christian H.; Sporn, Simone G.; Steffan-Dewenter, Ingolf; Tjitrosoedirdjo, S.; Tscharntke, Teja",,,,ECOLOGICAL APPLICATIONS,DEC 2009,2009,19,8,,,,2142,2156,,10.1890/08-1074.1,,,107,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,7,11,9,10,4,5,11,8,5,9,8,2
Species richness and habitat diversification of bryophytes in submontane rain forest and fallows of Bolivia,"Acebey, A; Gradstein, SR; Krömer, T",,,,JOURNAL OF TROPICAL ECOLOGY,JAN 2003,2003,19,,1,,,9,18,,10.1017/S026646740300302X,,,106,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,4,9,9,9,5,4,4,9,3,6,6,3,12,6,3,4,2
Archaic chaos: intrinsically disordered proteins in Archaea,"Xue, Bin; Williams, Robert W.; Oldfield, Christopher J.; Dunker, A. Keith; Uversky, Vladimir N.",,,,BMC SYSTEMS BIOLOGY,MAY 28 2010,2010,4,,,1,,,,S1,10.1186/1752-0509-4-S1-S1,,,103,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,8,5,7,11,4,10,8,16,7,7,3,2
"An early warning method of landscape ecological security in rapid urbanizing coastal areas and its application in Xiamen, China","Li, Yangfan; Sun, Xiang; Zhu, Xiaodong; Cao, Huhua",,,,ECOLOGICAL MODELLING,SEP 24 2010,2010,221,19,,,,2251,2260,,10.1016/j.ecolmodel.2010.04.016,,,100,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,12,7,8,10,10,9,12,11,2
Structural features of old-growth Australian montane ash forests,"Lindenmayer, DB; Cunningham, RB; Donnelly, CF; Franklin, JF",,,,FOREST ECOLOGY AND MANAGEMENT,SEP 1 2000,2000,134,1-3,,,,189,204,,10.1016/S0378-1127(99)00257-1,,,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,2,2,7,9,3,6,2,5,7,4,9,7,2,4,7,6,2,4
PREDATION ON ARTIFICIAL NESTS IN LARGE FOREST BLOCKS,"LEIMGRUBER, P; MCSHEA, WJ; RAPPOLE, JH",,,,JOURNAL OF WILDLIFE MANAGEMENT,APR 1994,1994,58,2,,,,254,260,,10.2307/3809388,,,99,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,9,9,11,3,8,5,1,3,1,5,3,2,3,4,4,1,1,2,1,2,1,0,1,0,0,2,1
"Estimating aboveground biomass of the mangrove forests on northeast Hainan Island in China using an upscaling method from field plots, UAV-LiDAR data and Sentinel-2 imagery","Wang, Dezhi; Wan, Bo; Liu, Jing; Su, Yanjun; Guo, Qinghua; Qiu, Penghua; Wu, Xincai",,,,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,MAR 2020,2020,85,,,,,,,101986,10.1016/j.jag.2019.101986,,,96,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,29,26,8
Patterns in vertical distribution of foliage in young coastal Douglas-fir,"Maguire, DA; Bennett, WS",,,,CANADIAN JOURNAL OF FOREST RESEARCH,NOV 1996,1996,26,11,,,,1991,2005,,10.1139/x26-225,,,96,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,6,3,3,3,1,1,5,4,2,6,2,7,5,1,3,6,7,7,1,2,2,0
Effect of habitat complexity attributes on species richness,"St Pierre, Jasmine I.; Kovalenko, Katya E.",,,,ECOSPHERE,FEB 2014,2014,5,2,,,,,,22,10.1890/ES13-00323.1,,,94,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,14,13,12,14,10,10,5
Applications of airborne lidar for the assessment of animal species diversity,"Simonson, William D.; Allen, Harriet D.; Coomes, David A.",,,,METHODS IN ECOLOGY AND EVOLUTION,AUG 2014,2014,5,8,,,,719,729,,10.1111/2041-210X.12219,,,93,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,10,10,8,15,17,11,1
RARITY AND VULNERABILITY - THE BIRDS OF THE CORDILLERA CENTRAL OF COLOMBIA,"KATTAN, GH",,,,CONSERVATION BIOLOGY,MAR 1992,1992,6,1,,,,64,70,,10.1046/j.1523-1739.1992.610064.x,,,93,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,7,1,4,4,1,3,0,5,3,3,2,1,3,3,4,3,9,4,5,2,3,2,4,2,2,0,2,3
"Diversity, composition and structure of a tropical semideciduous forest in the Chiquitania region of Santa Cruz, Bolivia","Killeen, TJ; Jardim, A; Mamani, F; Rojas, N",,,,JOURNAL OF TROPICAL ECOLOGY,NOV 1998,1998,14,,6,,,803,827,,10.1017/S0266467498000583,,,91,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,6,6,6,3,3,2,6,6,6,4,4,9,4,2,2,3,1,6,1,1,1
Modeling forest songbird species richness using LiDAR-derived measures of forest structure,"Lesak, Adrian A.; Radeloff, Volker C.; Hawbaker, Todd J.; Pidgeon, Anna M.; Gobakken, Terje; Contrucci, Kirk",,,,REMOTE SENSING OF ENVIRONMENT,NOV 15 2011,2011,115,11,,,SI,2823,2835,,10.1016/j.rse.2011.01.025,,,90,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,5,8,5,8,5,10,5,8,6,2
COMPARISON OF THE IMPORTANCE OF DIFFERENT HABITAT ATTRIBUTES TO AVIAN COMMUNITY ORGANIZATION,"RICE, J; ANDERSON, BW; OHMART, RD",,,,JOURNAL OF WILDLIFE MANAGEMENT,1984,1984,48,3,,,,895,911,,10.2307/3801436,,,86,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,4,3,3,2,3,4,3,1,5,3,6,5,5,3,1,2,1,0,3,4,5,0,2,0,0,1,1,0,0,2,0,2,0,0,0
Measurement of fine-spatial-resolution 3D vegetation structure with airborne waveform lidar: Calibration and validation with voxelised terrestrial lidar,"Hancock, Steven; Anderson, Karen; Disney, Mathias; Gaston, Kevin J.",,,,REMOTE SENSING OF ENVIRONMENT,JAN 2017,2017,188,,,,,37,50,,10.1016/j.rse.2016.10.041,,,85,10.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,16,10,11,9,4
Vegetation structure influences the vertical stratification of open- and edge-space aerial-foraging bats in harvested forests,"Adams, Maria D.; Law, Bradley S.; French, Kris O.",,,,FOREST ECOLOGY AND MANAGEMENT,OCT 10 2009,2009,258,9,,,,2090,2100,,10.1016/j.foreco.2009.08.002,,,84,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,5,1,1,6,6,10,10,10,5,3,10,1
THE INFLUENCE OF HABITAT STRUCTURE ON ARTHROPOD DIVERSITY IN ARGENTINE SEMIARID CHACO FOREST,"GARDNER, SM; CABIDO, MR; VALLADARES, GR; DIAZ, S",,,,JOURNAL OF VEGETATION SCIENCE,JUN 1995,1995,6,3,,,,349,356,,10.2307/3236234,,,83,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,4,3,3,4,1,4,2,3,2,5,1,2,2,5,3,5,4,4,2,5,5,7,1
Modeling acoustic diversity using soundscape recordings and LIDAR-derived metrics of vertical forest structure in a neotropical rainforest,"Pekin, Burak K.; Jung, Jinha; Villanueva-Rivera, Luis J.; Pijanowski, Bryan C.; Ahumada, Jorge A.",,,,LANDSCAPE ECOLOGY,DEC 2012,2012,27,10,,,,1513,1522,,10.1007/s10980-012-9806-4,,,81,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,7,7,10,7,9,9,6,3,3
Grazing intensity affects insect diversity via sward structure and heterogeneity in a long-term experiment,"Jerrentrup, Jana Sabrina; Wrage-Moennig, Nicole; Roever, Klaus-Ulrich; Isselstein, Johannes",,,,JOURNAL OF APPLIED ECOLOGY,AUG 2014,2014,51,4,,,,968,977,,10.1111/1365-2664.12244,,,78,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,10,4,11,11,9,12,8,4
"RELATIVE GROWTH OF THE LIMBS AND TRUNK IN SIFAKAS - HETEROCHRONIC, ECOLOGICAL, AND FUNCTIONAL CONSIDERATIONS","RAVOSA, MJ; MEYERS, DM; GLANDER, KE",,,,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,DEC 1993,1993,92,4,,,,499,520,,10.1002/ajpa.1330920408,,,78,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,4,1,2,2,3,1,1,4,4,7,3,1,4,2,3,2,0,1,5,0,2,5,5,2,0,1,2
Niche differentiation among sympatric Australian dasyurid carnivores,"Jones, ME; Barmuta, LA",,,,JOURNAL OF MAMMALOGY,MAY 2000,2000,81,2,,,,434,447,,10.1644/1545-1542(2000)081<0434:NDASAD>2.0.CO;2,,,77,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,4,3,4,1,2,1,1,5,2,3,2,8,1,9,5,6,4,5
Quantifying understory vegetation density using small-footprint airborne lidar,"Campbell, Michael J.; Dennison, Philip E.; Hudak, Andrew T.; Parham, Lucy M.; Butler, Bret W.",,,,REMOTE SENSING OF ENVIRONMENT,SEP 15 2018,2018,215,,,,,330,342,,10.1016/j.rse.2018.06.023,,,76,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,13,27,3
"Effects of vertebrate herbivores on soil processes, plant biomass, litter accumulation and soil elevation changes in a coastal marsh","Ford, MA; Grace, JB",,,,JOURNAL OF ECOLOGY,DEC 1998,1998,86,6,,,,974,982,,10.1046/j.1365-2745.1998.00314.x,,,72,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,4,4,0,4,3,2,4,1,4,3,4,4,6,2,5,5,7,0,1,1
Species turnover and vertical partitioning of ant assemblages in the Brazilian Amazon: A comparison of forests and savannas,"Vasconcelos, HL; Vilhena, JMS",,,,BIOTROPICA,JAN 2006,2006,38,1,,,,100,106,,10.1111/j.1744-7429.2006.00113.x,,,71,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,4,5,6,5,3,3,5,6,3,4,4,5,2,3,1
"Avian assemblages in native <i>Acacia</i> and alien <i>Prosopis</i> drainage line woodland in the Kalahari, South Africa","Dean, WRJ; Anderson, MD; Milton, SJ; Anderson, TA",,,,JOURNAL OF ARID ENVIRONMENTS,MAY 2002,2002,51,1,,,,1,19,,10.1006/jare.2001.0910,,,71,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,6,4,2,3,4,7,1,8,4,3,5,4,2,3,1
Survival of Greater Sage-Grouse Chicks and Broods in the Northern Great Basin,"Gregg, Michael A.; Crawford, John A.",,,,JOURNAL OF WILDLIFE MANAGEMENT,AUG 2009,2009,73,6,,,,904,913,,10.2193/2007-410,,,70,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,6,2,8,8,8,4,4,5,8,4,1
"Mapping tropical dry forest height, foliage height profiles and disturbance type and age with a time series of cloud-cleared Landsat and ALI image mosaics to characterize avian habitat","Helmer, E. H.; Ruzycki, Thomas S.; Wunderle, Joseph M., Jr.; Vogesser, Shannon; Ruefenacht, Bonnie; Kwit, Charles; Brandeis, Thomas J.; Ewert, David N.",,,,REMOTE SENSING OF ENVIRONMENT,NOV 15 2010,2010,114,11,,,,2457,2473,,10.1016/j.rse.2010.05.021,,,69,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,12,5,8,4,6,3,1,4,3,6,1
Effects of nitrogen additions on the vertical structure of a constructed cordgrass marsh,"Boyer, KE; Zedler, JB",,,,ECOLOGICAL APPLICATIONS,AUG 1998,1998,8,3,,,,692,705,,10.1890/1051-0761(1998)008[0692:EONAOT]2.0.CO;2,,,69,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,9,0,2,2,4,4,3,1,2,6,2,3,2,1,2,2,2,2,0,3,0,0
"Relationships between vegetation, site type and stand structure in coniferous plantations in Britain","Ferris, R; Peace, AJ; Humphrey, JW; Broome, AC",,,,FOREST ECOLOGY AND MANAGEMENT,OCT 1 2000,2000,136,1-3,,,,35,51,,10.1016/S0378-1127(99)00268-6,,,68,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,6,3,7,1,6,1,6,1,7,2,2,1,1,0,2,2,1,1,1
From field surveys to LiDAR: Shining a light on how bats respond to forest structure,"Froidevaux, Jeremy S. P.; Zellweger, Florian; Bollmann, Kurt; Jones, Gareth; Obrist, Martin K.",,,,REMOTE SENSING OF ENVIRONMENT,MAR 15 2016,2016,175,,,,,242,250,,10.1016/j.rse.2015.12.038,,,67,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11,9,11,10,9,2
"Will dragonblood survive the next period of climate change?: Current and future potential distribution of <i>Dracaena cinnabari</i> (Socotra, Yemen)","Attorre, Fabio; Francesconi, Fabio; Taleb, Nadim; Scholte, Paul; Saed, Ahmed; Alfo, Marco; Bruno, Franco",,,,BIOLOGICAL CONSERVATION,SEP 2007,2007,138,3-4,,,,430,439,,10.1016/j.biocon.2007.05.009,,,67,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,3,4,2,2,2,6,4,6,12,4,5,5,0
Subaerial gravel size measurement using topographic data derived from a UAV-SfM approach,"Woodget, Amy S.; Austrums, Robbie",,,,EARTH SURFACE PROCESSES AND LANDFORMS,JUL 2017,2017,42,9,,,,1434,1443,,10.1002/esp.4139,,,66,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,14,15,5,8,7,4
Wing morphology of Neotropical bats: a quantitative and qualitative analysis with implications for habitat use,"Marinello, M. M.; Bernard, E.",,,,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,FEB 2014,2014,92,2,,,,141,147,,10.1139/cjz-2013-0127,,,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,5,15,9,17,6,1
